STATE_NAME,DISTRICT_NAME,PMGSY_SCHEME,YEAR_RANGE,NO_OF_ROAD_WORK_SANCTIONED,NO_OF_BRIDGES_SANCTIONED,NO_OF_ROAD_WORKS_COMPLETED,NO_OF_BRIDGES_COMPLETED,NO_OF_ROAD_WORKS_BALANCE,NO_OF_BRIDGES_BALANCE,LENGTH_OF_ROAD_WORK_SANCTIONED_KM,COST_OF_WORKS_SANCTIONED_LAKHS,LENGTH_OF_ROAD_WORK_COMPLETED_KM,EXPENDITURE_OCCURED_LAKHS,LENGTH_OF_ROAD_WORK_BALANCE_KM
Tamil Nadu,Dharmapuri,PMGSY-I,2000-2013,234,3,234,3,0,0,407.352,142.64677,406.367,116.9368,0
Tamil Nadu,Dindigul,PMGSY-II,2013-2018,34,0,34,0,0,0,120.746,56.06482,120.748,55.4039,0
Tamil Nadu,Kallakurichi,PMGSY-I,2000-2013,166,4,166,4,0,0,424.586,131.38586,410.628,115.2407,0
Tamil Nadu,Kallakurichi,PMGSY-III,2019-Present,42,4,41,1,1,3,158.214,112.13844,153.21,102.8456,4.87
Tamil Nadu,Kanniyakumari,PMGSY-II,2013-2018,1,0,1,0,0,0,1.85,0.8478,1.85,0.8683,0
Tamil Nadu,Nagapattinam,PMGSY-I,2000-2013,193,8,193,8,0,0,438.1,262.27358,435.949,244.6971,0
Tamil Nadu,Pudukkottai,PMGSY-II,2013-2018,17,0,17,0,0,0,92.88,37.80413,92.967,39.9942,0
Tamil Nadu,Pudukkottai,PMGSY-III,2019-Present,77,0,49,0,28,0,335.616,197.66193,241.216,144.2947,94.575
Tamil Nadu,Ranipet,PMGSY-III,2019-Present,7,0,7,0,0,0,18.032,9.47379,18.03,9.2599,0
Tamil Nadu,Salem,PMGSY-II,2013-2018,6,0,6,0,0,0,21.955,9.72781,21.955,11.008,0
Tamil Nadu,Salem,PMGSY-III,2019-Present,97,0,73,0,24,0,396.459,244.90621,283.607,166.9855,111.953
Tamil Nadu,Sivagangai,PMGSY-II,2013-2018,4,1,4,1,0,0,11.955,7.47306,11.955,7.9755,0
Tamil Nadu,The Nilgiris,PMGSY-I,2000-2013,106,0,106,0,0,0,268.592,109.62261,264.482,91.8806,0
Tamil Nadu,Tirupathur,PMGSY-II,2013-2018,4,0,4,0,0,0,7.024,3.312,7.024,3.8691,0
Tamil Nadu,Tirupathur,PMGSY-III,2019-Present,29,0,21,0,8,0,104.84,62.34779,94.74,46.2613,10.1
Tamil Nadu,Tiruvallur,PMGSY-I,2000-2013,198,1,198,1,0,0,403.181,89.74477,402.781,78.8675,0
Tamil Nadu,Tiruvannamalai,PMGSY-I,2000-2013,263,0,263,0,0,0,633.938,141.19902,633.948,99.9083,0
Tamil Nadu,Tiruvarur,PMGSY-III,2019-Present,99,21,52,4,47,17,401.411,382.67215,224.948,247.3519,175.708
Tamil Nadu,Villupuram,PMGSY-III,2019-Present,36,1,33,1,3,0,122.502,71.82422,112.257,58.9428,10.19
Tamil Nadu,Virudhunagar,PMGSY-III,2019-Present,22,2,18,1,4,1,71.445,63.20738,55.645,29.2162,15.8
Telangana,Jayashankar Bhoopalapally,PMGSY-I,2000-2013,53,7,53,7,0,0,190.555,56.47182,190.805,72.0802,0
Telangana,Jayashankar Bhoopalapally,RCPLWEA,2016-Present,11,4,3,2,8,2,78.7,94.07464,35.797,52.5439,42.523
Telangana,Kamareddy,PMGSY-II,2013-2018,4,1,4,1,0,0,36.94,24.3256,36.94,24.8706,0
Telangana,Karimnagar,PMGSY-III,2019-Present,11,1,0,1,11,0,56.933,30.88998,14.17,11.6345,42.763
Telangana,Khammam,PMGSY-I,2000-2013,135,9,135,9,0,0,423.151,108.162,419.051,37.213,0
Telangana,Mahaboobnagar,PMGSY-III,2019-Present,11,9,5,6,6,3,69.748,70.60881,41.258,46.0658,27.251
Telangana,Mancherial,PMGSY-III,2019-Present,11,12,9,11,2,1,81.154,66.56117,73.935,25.8892,7.06
Telangana,Nagarkurnool,PMGSY-I,2000-2013,47,3,47,3,0,0,246.22,53.8064,240.37,95.9604,0
Telangana,Nizamabad,PMGSY-II,2013-2018,6,4,6,4,0,0,60.15,49.2662,61.01,46.307,0
Telangana,Peddapalli,PMGSY-I,2000-2013,63,0,63,0,0,0,159.708,22.7232,157.155,40.031,0
Telangana,Ranga Reddy,PMGSY-II,2013-2018,7,2,7,2,0,0,64.62,39.096,60.159,36.0022,0
Telangana,Sangareddy,PMGSY-I,2000-2013,147,9,147,9,0,0,414.57,94.1774,405.846,182.4015,0
Telangana,Suryapet,PMGSY-I,2000-2013,92,0,92,0,0,0,404.38,82.0688,394.4,164.8189,0
Telangana,Wanaparthy,PMGSY-III,2019-Present,11,4,5,3,6,1,49.94,37.41594,21.096,18.7578,26.92
Telangana,Warangal Urban,PMGSY-I,2000-2013,34,0,34,0,0,0,86.149,11.6626,85.905,23.1814,0
Tripura,Dhalai,PMGSY-II,2013-2018,4,1,3,0,1,1,47.662,70.73037,15.159,33.8319,32.164
Tripura,Dhalai,PM-JANMAN,2023-Present,9,0,0,0,9,0,50.983,47.64226,0,0,50.983
Tripura,Khowai,PMGSY-II,2013-2018,6,0,5,0,1,0,24.681,25.23502,23.961,25.8621,0.578
Tripura,Khowai,PM-JANMAN,2023-Present,2,0,0,0,2,0,4.133,3.87799,0,0,4.133
Tripura,North Tripura,PM-JANMAN,2023-Present,21,0,0,0,21,0,78.631,70.47659,0,0,78.631
Tripura,Unakoti,PMGSY-I,2000-2013,82,7,80,6,2,1,276.206,187.76862,263.809,172.0437,3.951
Tripura,Unakoti,PM-JANMAN,2023-Present,4,0,0,0,4,0,14.021,13.26158,0,0,14.021
Tripura,West Tripura,PMGSY-III,2019-Present,12,0,1,0,11,0,88.035,87.10655,35.764,42.8997,52.271
Uttar Pradesh,Agra,PMGSY-I,2000-2013,321,0,321,0,0,0,805.525,165.8724,789.429,150.3296,0
Uttar Pradesh,Ayodhya,PMGSY-I,2000-2013,246,0,246,0,0,0,821.71,249.8483,817.005,240.9513,0
Uttar Pradesh,Azamgarh,PMGSY-II,2013-2018,15,0,15,0,0,0,113.7,60.2784,111.54,54.9629,0
Uttar Pradesh,Azamgarh,PMGSY-III,2019-Present,81,0,64,0,17,0,561.83,449.77695,522.131,321.1784,31.76
Uttar Pradesh,Baghpat,PMGSY-I,2000-2013,222,0,222,0,0,0,532.58,119.8807,529.97,117.4999,0
Uttar Pradesh,Baghpat,PMGSY-II,2013-2018,16,0,16,0,0,0,118.61,51.37971,117.696,48.9855,0
Uttar Pradesh,Bahraich,PMGSY-III,2019-Present,43,0,41,0,2,0,354.029,289.68228,336.225,266.9239,12.76
Uttar Pradesh,Ballia,PMGSY-II,2013-2018,15,0,15,0,0,0,99.65,62.4179,97.229,56.6339,0
Uttar Pradesh,Bijnor,PMGSY-II,2013-2018,9,0,9,0,0,0,97.67,44.97122,97.67,39.5673,0
Uttar Pradesh,Bijnor,PMGSY-III,2019-Present,19,0,19,0,0,0,135.038,90.1265,135.038,74.9555,0
Uttar Pradesh,Deoria,PMGSY-I,2000-2013,173,0,173,0,0,0,578.835,182.1108,572.889,162.2231,0
Uttar Pradesh,Etah,PMGSY-II,2013-2018,14,0,14,0,0,0,105.27,59.27319,105.27,48.2012,0
Uttar Pradesh,Etah,PMGSY-III,2019-Present,35,0,35,0,0,0,251.245,164.66377,250.331,119.1561,0
Uttar Pradesh,Etawah,PMGSY-I,2000-2013,245,0,245,0,0,0,562.59,143.5727,548.383,136.8036,0
Uttar Pradesh,Etawah,PMGSY-III,2019-Present,25,0,25,0,0,0,181.12,127.73929,179.67,100.1738,0
Uttar Pradesh,Firozabad,PMGSY-I,2000-2013,233,0,233,0,0,0,630.325,145.113,621.425,132.606,0
Uttar Pradesh,Firozabad,PMGSY-II,2013-2018,15,0,15,0,0,0,108.25,77.283,103.32,61.2354,0
Uttar Pradesh,G.B. Nagar,PMGSY-I,2000-2013,179,0,179,0,0,0,429.785,98.8914,412.065,89.5028,0
Uttar Pradesh,Ghazipur,PMGSY-I,2000-2013,252,0,252,0,0,0,717.532,206.8764,710.807,196.5916,0
Uttar Pradesh,Gonda,PMGSY-II,2013-2018,16,0,16,0,0,0,101.14,63.7346,100.89,61.843,0
Uttar Pradesh,Gorakhpur,PMGSY-I,2000-2013,318,0,318,0,0,0,921.37,332.4885,908.531,304.686,0
Uttar Pradesh,Hamirpur,PMGSY-II,2013-2018,9,0,9,0,0,0,96.9,42.4343,96.9,36.4839,0
Uttar Pradesh,Hathras,PMGSY-II,2013-2018,15,0,15,0,0,0,109.65,66.9426,108.885,49.7447,0
Uttar Pradesh,J.B.F.Nagar,PMGSY-I,2000-2013,187,0,187,0,0,0,512.96,120.0831,505.117,112.9559,0
Uttar Pradesh,Kanpur Dehat,PMGSY-II,2013-2018,11,0,11,0,0,0,111.745,99.67319,110.785,78.3722,0
Uttar Pradesh,Kanpur Nagar,PMGSY-III,2019-Present,35,0,30,0,5,0,263.995,211.71503,216.755,126.8396,43.6
Uttar Pradesh,Kasganj,PMGSY-I,2000-2013,114,0,114,0,0,0,368.925,116.5174,364.388,111.4347,0
Uttar Pradesh,Lucknow,PMGSY-II,2013-2018,15,0,15,0,0,0,99.5,61.2842,99.162,55.7579,0
Uttar Pradesh,Mahoba,PMGSY-I,2000-2013,94,0,94,0,0,0,418.29,105.789,414.5,103.4036,0
Uttar Pradesh,Mau,PMGSY-III,2019-Present,28,0,28,0,0,0,196.93,172.90397,193.785,156.6835,0
Uttar Pradesh,Mirzapur,PMGSY-II,2013-2018,14,0,14,0,0,0,114.45,43.4263,114.15,35.114,0
Uttar Pradesh,Prayagraj,PMGSY-II,2013-2018,16,0,16,0,0,0,116.4,87.32012,116.38,76.9368,0
Uttar Pradesh,S.K. Nagar,PMGSY-I,2000-2013,236,0,236,0,0,0,598.98,162.2786,584.136,148.8684,0
Uttar Pradesh,S.R. Nagar(Bhadohi),PMGSY-I,2000-2013,155,0,155,0,0,0,361.535,93.3095,352.84,82.2786,0
Uttar Pradesh,S.R. Nagar(Bhadohi),PMGSY-II,2013-2018,13,0,13,0,0,0,102.7,48.1293,100.295,46.89,0
Uttar Pradesh,Shahjahanpur,PMGSY-I,2000-2013,296,0,296,0,0,0,987.46,353.0337,961.85,347.2636,0
Uttar Pradesh,Shamli,PMGSY-I,2000-2013,47,0,47,0,0,0,193.67,54.2126,193.41,52.7319,0
Uttar Pradesh,Shamli,PMGSY-III,2019-Present,17,0,17,0,0,0,149.55,100.38982,149.138,90.339,0
Uttar Pradesh,Siddharathnagar,PMGSY-III,2019-Present,43,0,43,0,0,0,313.788,270.3367,313.003,236.3884,0
Uttar Pradesh,Sultanpur,PMGSY-I,2000-2013,296,0,296,0,0,0,912.88,284.1045,899.854,279.0367,0
Uttarakhand,Almora,PMGSY-I,2000-2013,306,33,304,33,2,0,2772.415,1363.5677,2767.312,1290.6083,3.95
Uttarakhand,Almora,PMGSY-III,2019-Present,20,0,1,0,19,0,238.672,169.98509,137.035,69.9625,101.638
Uttarakhand,Champawat,PMGSY-III,2019-Present,8,0,0,0,8,0,85.362,67.91754,44,29.7243,41.362
Uttarakhand,Dehradun,PMGSY-I,2000-2013,131,4,129,4,2,0,1223.048,525.4957,1202.193,534.2589,12.85
Uttarakhand,Haridwar,PMGSY-I,2000-2013,68,0,68,0,0,0,181.711,33.4022,181.71,28.3885,0
Uttarakhand,Pauri,PMGSY-I,2000-2013,271,16,271,14,0,2,2014.619,931.72223,1992.73,930.4299,0
Uttarakhand,Udham Singh Nagar,PMGSY-III,2019-Present,5,0,0,0,5,0,24.589,18.835,6.627,3.1299,17.962
West Bengal,Alipurduar,PMGSY-I,2000-2013,127,1,127,1,0,0,679.888,265.03637,675.665,238.0762,0
West Bengal,Birbhum,PMGSY-II,2013-2018,7,0,7,0,0,0,76.75,61.97305,76.221,59.7094,0
West Bengal,Cooch-Behar,PMGSY-I,2000-2013,379,4,379,4,0,0,1251.68,495.71501,1248.466,458.8132,0
West Bengal,Hooghly,PMGSY-II,2013-2018,15,0,15,0,0,0,96.426,74.68126,96.426,64.3534,0
West Bengal,Howrah,PMGSY-I,2000-2013,325,0,325,0,0,0,1187.83,605.22187,1180.421,570.9688,0
West Bengal,Jalpaiguri,PMGSY-II,2013-2018,16,0,16,0,0,0,95.62,78.00579,93.74,67.0303,0
West Bengal,Kalimpong,PMGSY-III,2019-Present,9,0,0,0,9,0,66.097,51.2233,0,1.3896,66.097
West Bengal,Maldah,PMGSY-I,2000-2013,200,1,200,1,0,0,1416.876,662.56652,1394.504,589.4175,0
West Bengal,Murshidabad,PMGSY-I,2000-2013,410,4,410,4,0,0,2053.367,922.56231,2032.725,841.8226,0
West Bengal,North 24 Parganas,PMGSY-III,2019-Present,51,0,11,0,40,0,302.53,215.07294,82.918,59.3951,219.216
West Bengal,Paschim Burdwan,PMGSY-II,2013-2018,4,0,4,0,0,0,36.12,22.78042,35.679,17.8088,0
West Bengal,Purba Medinipur,PMGSY-III,2019-Present,34,0,0,0,34,0,314.717,240.26852,0,0.4876,314.717
West Bengal,Purulia,PMGSY-I,2000-2013,415,0,415,0,0,0,2217.411,870.67731,2208.023,672.5263,0
West Bengal,Purulia,PMGSY-II,2013-2018,18,0,18,0,0,0,143.66,112.21407,142.905,82.0457,0
West Bengal,South 24-Parganas,PMGSY-III,2019-Present,47,0,6,0,41,0,320.352,226.43533,39.123,22.4475,281.229
West Bengal,Uttardinajpur,PMGSY-II,2013-2018,10,0,10,0,0,0,81.437,68.09995,78.597,60.6663,0
West Bengal,Uttardinajpur,PMGSY-III,2019-Present,22,0,5,0,17,0,158.926,110.2833,27.525,26.0977,131.301
Andhra Pradesh,Alluri Sitharama Raju,PM-JANMAN,2023-Present,167,0,1,0,166,0,483.64,442.64179,1.01,0,482.64
Andhra Pradesh,Bapatla,PMGSY-I,2000-2013,128,13,128,13,0,0,320.363,78.5873,305.542,75.079,0
Andhra Pradesh,Chittoor,PMGSY-II,2013-2018,11,0,11,0,0,0,69.29,33.6205,66.882,27.3141,0
Andhra Pradesh,East Godavari,PMGSY-I,2000-2013,104,2,104,2,0,0,252.056,54.527,249.354,43.5468,0
Andhra Pradesh,Eluru,PMGSY-I,2000-2013,175,2,175,2,0,0,421.675,99.6221,417.125,114.8553,0
Andhra Pradesh,Kakinada,PMGSY-I,2000-2013,121,1,121,1,0,0,278.7,48.8651,267.2,40.8587,0
Andhra Pradesh,Kakinada,PMGSY-II,2013-2018,7,0,7,0,0,0,39.106,17.77,37.507,14.3061,0
Andhra Pradesh,Krishna,PMGSY-II,2013-2018,8,0,8,0,0,0,58.52,46.9895,57.715,41.1926,0
Andhra Pradesh,Nandyal,PMGSY-II,2013-2018,5,0,5,0,0,0,54.93,32.6416,53.622,28.8901,0
Andhra Pradesh,Nandyal,PMGSY-III,2019-Present,12,3,12,1,0,2,113.91,87.6318,107.793,78.1553,0
Andhra Pradesh,Ntr,PMGSY-I,2000-2013,68,4,68,4,0,0,162.8,36.6868,156.83,37.4292,0
Andhra Pradesh,Ntr,PMGSY-II,2013-2018,4,0,4,0,0,0,36.15,18.471,35.164,15.2381,0
Andhra Pradesh,Parvathipuram Manyam,PMGSY-I,2000-2013,141,4,135,4,6,0,435.81,144.1695,396.601,135.1793,24.393
Andhra Pradesh,Parvathipuram Manyam,PMGSY-III,2019-Present,9,0,9,0,0,0,63.085,42.31,60.676,39.457,0
Andhra Pradesh,Tirupati,PMGSY-III,2019-Present,20,7,19,0,1,7,139.514,124.52347,134.507,46.7765,2
Andhra Pradesh,Visakhapatnam,PMGSY-III,2019-Present,2,0,2,0,0,0,13.17,5.19998,11.89,4.4959,0
Arunachal Pradesh,Changlang,PMGSY-I,2000-2013,100,28,99,28,1,0,949.981,534.7094,937.846,535.341,10.52
Arunachal Pradesh,Dibang Valley,PMGSY-III,2019-Present,3,3,0,0,3,3,26.2,47.3487,0,8.3612,26.2
Arunachal Pradesh,East Siang,PMGSY-III,2019-Present,6,2,4,2,2,0,38.1,31.727,27.4,23.9322,10.2
Arunachal Pradesh,Lepa Rada,PMGSY-II,2013-2018,6,0,6,0,0,0,21.5,20.5254,21.3,19.0232,0
Arunachal Pradesh,Lohit,PMGSY-I,2000-2013,14,0,14,0,0,0,48.9,12.5042,49.13,12.2983,0
Arunachal Pradesh,Longding,PMGSY-I,2000-2013,70,0,69,0,1,0,632.946,365.2963,632.609,370.2964,0.2
Arunachal Pradesh,Lower Subansiri,PMGSY-I,2000-2013,47,5,47,5,0,0,423.66,271.7823,418.505,268.5026,0
Arunachal Pradesh,Pakke kessang,PMGSY-III,2019-Present,3,2,0,0,3,2,16.95,23.2813,6.85,8.4284,10.1
Arunachal Pradesh,Papum Pare,PMGSY-I,2000-2013,86,26,86,26,0,0,761.99,634.5073,755.51,668.5941,0
Arunachal Pradesh,Siang,PMGSY-I,2000-2013,57,1,56,1,1,0,467.5,305.1432,442.27,289.3251,28.1
